Three-objective 40-job 20-machine Problem

The number of solutions	580

obj1	obj2	obj3		

3310	1287	90186		
3311	1294	89889		
3314	1074	90547		
3315	1287	89395		
3320	1135	89862		
3320	1330	89254		
3322	1121	90105		
3324	1053	90192		
3325	1128	89399		
3328	1883	89146		
3331	1063	89490
3333	1890	88856
3335	1805	89249
3335	1813	88839
3335	1818	88632
3337	1489	89227
3337	1492	89216
3339	1588	88994
3340	1285	89285
3340	1455	89188
3340	1461	89040
3340	1470	88973
3344	1446	88758
3345	1022	91730
3345	1413	89215
3345	1444	89211
3346	1204	89377
3346	1213	89160
3347	964	90339
3347	965	90331
3347	969	90309
3347	1400	88851
3350	1664	88579
3351	789	90846
3351	948	90355
3351	961	90343
3352	1061	90029
3353	965	90261
3353	968	90239
3353	1591	88584
3353	1664	88561
3354	912	90651
3354	965	90254
3354	995	90072
3354	1040	89953
3355	945	90123
3355	950	90120
3356	833	90629
3356	918	90419
3356	1116	89291
3356	1125	89084
3356	1591	88560
3357	896	90213
3357	1530	88509
3357	1600	88499
3358	886	90056
3358	955	89989
3358	1830	88447
3359	882	90062
3359	1527	88535
3360	1179	88683
3362	820	90561
3362	886	90022
3362	955	89970
3363	770	91289
3363	881	89887
3363	886	89863
3363	894	89856
3363	1342	88426
3364	809	90376
3364	933	89834
3364	1054	89673
3365	877	90275
3366	759	91962
3367	770	91157
3367	812	89869
3368	1128	88921
3369	801	90800
3369	923	89422
3369	1158	88882
3370	724	91830
3370	881	89771
3371	629	92029
3371	763	91741
3372	805	90296
3372	1611	88344
3372	1636	88323
3373	747	90986
3374	724	90750
3374	1107	89226
3375	807	90220
3375	809	90162
3375	881	89726
3375	1080	89025
3375	1104	88964
3376	753	90469
3376	879	89667
3377	640	91867
3377	1137	88907
3378	631	90711
3378	1582	88384
3378	1852	87997
3379	771	89927
3379	1158	88873
3380	692	90334
3380	1295	88525
3381	738	90227
3381	896	89594
3381	1158	88861
3382	805	89913
3383	581	93262
3383	608	91445
3383	1791	88128
3384	641	90491
3384	1168	88583
3384	1761	87992
3385	575	92602
3386	916	89540
3386	1179	88565
3386	1215	88492
3387	599	91767
3387	1147	88903
3388	617	91055
3388	1148	88888
3389	822	89706
3389	827	89310
3389	1525	88179
3390	973	89224
3391	631	90250
3391	1101	88902
3391	1200	88239
3392	981	89013
3392	985	88811
3393	607	91195
3394	538	91409
3394	766	90080
3394	797	89832
3395	617	90935
3395	1151	88810
3396	615	90468
3396	668	90235
3396	764	89348
3396	1113	88589
3396	1424	88036
3397	723	90145
3398	599	90764
3398	1179	88399
3399	726	90117
3399	746	89463
3399	898	89215
3399	1059	88545
3400	516	91802
3400	620	90400
3400	723	90029
3402	611	90144
3402	944	89050
3402	1162	88385
3404	892	88979
3404	1877	87875
3406	590	91406
3406	662	89980
3407	599	90642
3407	616	89966
3407	817	89097
3407	1286	88141
3407	1704	87983
3408	728	89095
3411	702	89746
3413	502	91349
3413	590	91166
3415	512	90954
3415	597	90379
3415	913	88687
3415	1182	88311
3415	1227	88100
3417	564	90703
3418	690	89947
3419	637	89718
3419	1698	87917
3421	536	90854
3421	569	90503
3421	1082	88420
3421	1925	87790
3422	480	92356
3422	562	90697
3423	499	91104
3423	551	90800
3423	562	90627
3423	1728	87869
3423	1834	87836
3424	669	89696
3425	426	92934
3425	492	90750
3425	495	90641
3425	508	90630
3425	1010	88567
3425	1481	88005
3425	1613	87830
3426	556	90297
3426	892	88676
3426	1050	88393
3426	1179	88361
3426	1481	87982
3426	1599	87895
3427	590	90291
3428	856	88586
3429	582	90102
3429	665	89485
3429	823	89048
3430	550	90454
3430	708	89313
3430	728	88909
3430	817	88641
3430	1131	88253
3430	1338	87884
3431	442	90365
3432	430	92678
3433	1790	87595
3435	635	89860
3435	652	89706
3436	1067	88299
3437	624	89750
3437	708	89182
3437	1451	87781
3438	439	91559
3438	771	88854
3438	846	88576
3439	641	89456
3439	803	88639
3440	434	91546
3440	436	90665
3440	1270	88047
3441	564	90026
3442	556	90291
3442	1042	88202
3443	414	90963
3443	583	89984
3443	613	89584
3443	614	89387
3443	632	89197
3443	993	88396
3444	432	90578
3444	2001	87525
3445	929	88513
3445	1172	87943
3445	1667	87726
3447	1295	87782
3448	547	90010
3448	592	89821
3448	605	89729
3448	786	88683
3449	430	90852
3449	515	90130
3449	693	89196
3449	874	87963
3452	1670	87680
3453	867	88175
3453	1552	87767
3454	411	91142
3454	730	88824
3454	815	88268
3455	382	91907
3455	388	91634
3456	509	90110
3457	582	89827
3458	582	89747
3458	1291	87913
3460	632	88767
3461	371	91824
3461	734	88716
3462	380	91576
3462	411	91133
3462	571	89871
3463	451	90255
3463	734	88705
3464	556	89999
3464	1224	87931
3464	1357	87773
3466	432	90429
3467	369	91743
3467	414	90866
3467	580	89817
3467	1179	87851
3468	539	89661
3468	1932	87538
3469	520	89945
3469	1690	87598
3471	608	89550
3471	772	88686
3472	347	93563
3472	466	89984
3472	1552	87693
3473	346	92147
3473	351	92121
3473	403	91567
3473	799	88411
3473	1583	87671
3473	1718	87543
3474	389	91141
3475	621	89218
3476	328	92777
3477	332	92434
3478	315	92945
3478	632	88649
3479	790	88511
3480	335	91871
3480	380	90831
3480	701	88586
3481	531	89857
3481	732	88380
3482	281	92560
3483	376	91602
3483	1752	87385
3484	424	90751
3485	295	92284
3485	325	91609
3485	396	90657
3487	604	89339
3488	373	91483
3488	584	89602
3488	812	88114
3489	277	92710
3490	1082	87814
3492	524	89887
3492	533	89823
3492	617	89267
3492	1649	87554
3493	532	89770
3493	594	89551
3493	981	87949
3493	1357	87695
3494	1583	87568
3495	533	89587
3496	415	90540
3496	584	89566
3496	982	87726
3497	569	89488
3497	585	89287
3498	367	91096
3498	538	89550
3498	730	88494
3499	537	89552
3499	538	89482
3499	583	89477
3500	295	92151
3500	627	89208
3501	328	91576
3501	582	89473
3502	331	91258
3502	535	89519
3503	378	90894
3503	419	90397
3503	449	90166
3503	536	89503
3506	310	92100
3506	499	89911
3506	539	89472
3506	627	89199
3507	297	91055
3507	351	90808
3507	540	89456
3508	530	89606
3509	442	90298
3510	282	92549
3510	293	92152
3510	453	90132
3510	686	88591
3511	452	90072
3511	521	89841
3511	1330	87709
3512	799	88242
3512	842	88036
3512	1221	87713
3512	1226	87635
3514	621	89187
3514	719	88562
3515	282	92328
3515	293	91931
3515	294	91852
3515	437	90365
3517	272	92539
3517	537	89486
3517	538	89416
3518	631	89095
3518	867	87992
3519	530	89540
3519	1042	87718
3520	259	93046
3520	509	89752
3520	530	89498
3520	535	89453
3520	695	88568
3520	1690	87539
3521	432	90362
3521	569	89385
3521	619	89260
3522	521	89546
3523	401	90559
3524	539	89406
3524	1509	87632
3525	482	89861
3526	381	90767
3526	521	89406
3526	609	89033
3527	251	93922
3527	1740	87531
3528	389	90557
3529	579	89359
3529	660	88582
3530	1583	87479
3531	288	91971
3532	256	93783
3532	389	90366
3532	437	90278
3532	447	90247
3534	223	94018
3534	227	93354
3534	627	88808
3534	716	88321
3534	982	87700
3534	1144	87545
3534	1202	87444
3535	225	93666
3535	440	90274
3536	341	90803
3536	372	90660
3536	799	88184
3537	587	89238
3538	262	91792
3541	320	90924
3541	507	89849
3541	933	87903
3542	281	91526
3542	582	89095
3543	653	88619
3544	465	90061
3545	220	92340
3545	507	89603
3546	202	93777
3546	1690	87405
3550	447	90172
3550	465	89856
3551	659	88560
3554	507	89593
3554	627	88692
3556	210	93346
3557	281	91349
3557	482	89838
3557	886	87941
3558	262	91789
3559	206	93406
3559	262	91619
3560	202	92924
3562	194	95145
3563	199	93625
3564	609	88974
3565	913	87923
3569	276	91588
3571	194	94042
3571	966	87826
3571	1660	87436
3572	366	90657
3574	269	91449
3575	521	89361
3576	205	92871
3577	389	90340
3578	193	93975
3578	447	90141
3578	1041	87635
3579	154	96049
3579	194	93479
3581	186	94749
3581	255	92317
3581	360	90767
3583	173	95064
3583	186	94557
3584	202	92763
3584	465	89841
3585	341	90763
3585	482	89640
3586	437	90249
3588	195	93257
3588	294	91210
3589	173	94905
3589	186	94398
3589	392	90336
3590	145	96145
3591	320	90885
3591	923	87770
3593	255	92027
3594	147	95630
3597	213	92657
3598	177	94900
3600	142	96542
3600	868	87838
3601	251	92048
3601	262	91564
3602	858	87979
3605	155	95421
3605	378	90597
3606	238	92278
3606	382	90465
3607	154	95602
3609	423	90209
3610	194	93391
3611	140	96416
3611	173	93929
3612	167	94779
3612	255	91938
3613	137	96127
3613	209	92552
3613	262	91562
3613	263	91386
3616	155	95246
3616	170	94285
3616	378	90452
3616	384	90319
3618	733	88223
3621	147	95453
3621	366	90617
3622	136	96549
3622	147	95180
3624	712	88466
3626	331	90835
3627	155	95111
3627	191	93279
3628	248	92039
3628	262	91498
3628	281	91261
3629	164	94411
3629	217	92446
3629	360	90753
3636	124	97878
3636	360	90583
3638	220	92201
3638	858	87963
3641	251	92036
3642	137	96031
3646	202	92616
3646	308	90986
3650	182	93738
3655	133	96950
3658	255	91935
3659	118	97815
3659	136	96546
3660	163	94683
3660	193	93216
3660	712	88404
3662	263	91384
3663	154	94681
3663	220	92084
3665	147	95170
3665	217	92430
3666	152	94804
3681	136	96536
3687	85	98048
3690	136	96529
3692	136	96471
3693	85	98036
3693	191	93050
3696	97	97969
3697	155	94626
3699	136	96463
3700	85	98012
3701	85	98004
3701	136	96435
3703	85	97957
3703	97	97930
3703	136	96408
3707	136	96398
3715	132	97806
3716	205	92577
3716	1382	87409
3720	132	97791
3732	136	96389
3734	85	97925
3735	85	97914
3735	136	96376
3744	126	97173
3756	117	97723
